"","title_original","author_lastname","author_firstname","pub_year","language_codes","series_first"
"3545","Schachnovelle","Zweig","Stefan","1989","ger","Fischer"
"3546","Schachnovelle","Zweig","Stefan","1989","ger","Fischer"
"3547","Schachnovelle","Zweig","Stefan","1989","ger","Fischer"
"3548","Schachnovelle","Zweig","Stefan","1990","ger","Fischer"
"3549","Schachnovelle","Zweig","Stefan","1990","ger","Fischer"
"3550","Schachnovelle","Zweig","Stefan","1991","ger","Fischer"
"3551","Schachnovelle","Zweig","Stefan","1992","ger","Fischer"
"3552","Schachnovelle","Zweig","Stefan","1992","ger","Fischer"
"3553","Schachnovelle","Zweig","Stefan","1993","ger","Fischer"
"3554","Schachnovelle","Zweig","Stefan","1993","ger","Fischer"
"3555","Schachnovelle","Zweig","Stefan","1994","ger","Fischer"
"3556","Schachnovelle","Zweig","Stefan","1995","ger","Fischer"
"3557","Schachnovelle","Zweig","Stefan","1984","ger","Fischer"
"3558","Schachnovelle","Zweig","Stefan","1985","ger","Fischer"
"3559","Schachnovelle","Zweig","Stefan","1985","ger","Fischer"
"3560","Schachnovelle","Zweig","Stefan","1986","ger","Fischer"
"3561","Schachnovelle","Zweig","Stefan","1986","ger","Fischer"
"3562","Schachnovelle","Zweig","Stefan","1986","ger","Fischer"
"3563","Brief des Lord Chandos","Hofmannsthal","Hugo","2002","ger","Fischer"
"3564","Buddenbrooks","Mann","Thomas","2005","ger","Fischer"
"3565","Schachnovelle","Zweig","Stefan","2007","ger","Fischer"
"3566","Der Untertan","Mann","Heinrich","2006","ger","Fischer"
"3567","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2006","ger","Fischer"
"3568","Professor Unrat","Mann","Heinrich","2007","ger","Fischer"
"3569","Der Process","Kafka","Franz","2007","ger","Fischer"
"3570","Tod in Venedig","Mann","Thomas","2007","ger","Fischer"
"3571","Das Schloss","Kafka","Franz","2007","ger","Fischer"
"3572","Agnes","Stamm","Peter","2009","ger","Fischer"
"3573","Faserland","Kracht","Christian","2015","ger","Fischer"
"3574","Das Urteil","Kafka","Franz","1987","|| ger","Fischer"
"3575","Das Urteil","Kafka","Franz","1988","|| ger","Fischer"
"3576","Das Urteil","Kafka","Franz","1989","|| ger","Fischer"
"3577","Das Urteil","Kafka","Franz","1990","|| ger","Fischer"
"3578","Das Urteil","Kafka","Franz","1991","|| ger","Fischer"
"3579","Das Urteil","Kafka","Franz","1991","|| ger","Fischer"
"3580","Das Urteil","Kafka","Franz","1992","|| ger","Fischer"
"3581","Das Urteil","Kafka","Franz","1993","|| ger","Fischer"
"3582","Das Urteil","Kafka","Franz","1994","ger","Fischer"
"3583","Das Urteil","Kafka","Franz","1984","ger","Fischer"
"3584","Das Urteil","Kafka","Franz","1985","ger","Fischer"
"3585","Das Urteil","Kafka","Franz","1986","|| ger","Fischer"
"3586","Sprachgitter","Celan","Paul","1988","|| ger","Fischer"
"3587","Sprachgitter","Celan","Paul","1990","|| ger","Fischer"
"3588","Sprachgitter","Celan","Paul","1991","|| ger","Fischer"
"3589","Sprachgitter","Celan","Paul","1993","ger","Fischer"
"3590","Sprachgitter","Celan","Paul","1985","ger","Fischer"
"3591","Sprachgitter","Celan","Paul","1986","|| ger","Fischer"
"3592","Sommerhaus, später","Hermann","Judith","1998","ger","Fischer"
"3593","Der Untertan","Mann","Heinrich","1999","ger","Fischer"
"3594","Sommerhaus, später","Hermann","Judith","2002","ger","Fischer"
"3595","Der Untertan","Mann","Heinrich","2002","ger","Fischer"
"3596","Buddenbrooks","Mann","Thomas","2002","ger","Fischer"
"3597","Tod in Venedig","Mann","Thomas","1987","|| ger","Fischer"
"3598","Tod in Venedig","Mann","Thomas","1988","|| ger","Fischer"
"3599","Tod in Venedig","Mann","Thomas","1989","|| ger","Fischer"
"3600","Tod in Venedig","Mann","Thomas","1990","ger","Fischer"
"3601","Tod in Venedig","Mann","Thomas","1990","|| ger","Fischer"
"3602","Tod in Venedig","Mann","Thomas","1991","|| ger","Fischer"
"3603","Tod in Venedig","Mann","Thomas","1982","ger","Fischer"
"3604","Tod in Venedig","Mann","Thomas","1984","ger","Fischer"
"3605","Tod in Venedig","Mann","Thomas","1985","ger","Fischer"
"3606","Tod in Venedig","Mann","Thomas","1985","|| ger","Fischer"
"3607","Tod in Venedig","Mann","Thomas","1986","|| ger","Fischer"
"3608","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1987","ger","Fischer"
"3609","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1988","ger","Fischer"
"3610","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1984","ger","Fischer"
"3611","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1985","ger","Fischer"
"3612","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1985","ger","Fischer"
"3613","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1986","ger","Fischer"
"3614","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1986","ger","Fischer"
"3615","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1987","ger","Fischer"
"3616","Buddenbrooks","Mann","Thomas","1987","|| ger","Fischer"
"3617","Buddenbrooks","Mann","Thomas","1988","|| ger","Fischer"
"3618","Buddenbrooks","Mann","Thomas","1985","ger","Fischer"
"3619","Buddenbrooks","Mann","Thomas","1986","|| ger","Fischer"
"3620","Buddenbrooks","Mann","Thomas","1986","|| ger","Fischer"
"3621","Das Schloss","Kafka","Franz","1987","|| ger","Fischer"
"3622","Das Schloss","Kafka","Franz","1988","ger","Fischer"
"3623","Das Schloss","Kafka","Franz","1989","|| ger","Fischer"
"3624","Das Schloss","Kafka","Franz","1990","|| ger","Fischer"
"3625","Das Schloss","Kafka","Franz","1991","|| ger","Fischer"
"3626","Das Schloss","Kafka","Franz","1985","ger","Fischer"
"3627","Das Schloss","Kafka","Franz","1986","|| ger","Fischer"
"3628","Das Marmorbild","Eichendorff","Joseph","2008","ger","Fischer"
"3629","Effi Briest","Fontane","Theodor","2008","ger","Fischer"
"3630","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2008","ger","Fischer"
"3631","Der Sandmann","Hoffmann","E.T.A.","2008","ger","Fischer"
"3632","Die Verwandlung","Kafka","Franz","2008","ger","Fischer"
"3633","Michael Kohlhaas","Kleist","Heinrich","2008","ger","Fischer"
"3634","Der Untertan","Mann","Heinrich","2008","ger","Fischer"
"3635","Tod in Venedig","Mann","Thomas","2008","ger","Fischer"
"3636","Kabale und Liebe","Schiller","Friedrich","2008","ger","Fischer"
"3637","Hamlet","Shakespeare","William","2008","ger || eng","Fischer"
"3638","Die Judenbuche","Droste-Hülshoff","Annette","2008","ger","Fischer"
"3639","Frau Jenny Treibel","Fontane","Theodor","2008","ger","Fischer"
"3640","Nathan der Weise","Lessing","Gotthold Ephraim","2008","ger","Fischer"
"3641","Die Soldaten","Lenz","Jakob Michael Reinhold","2008","ger","Fischer"
"3642","Maria Magdalena","Hebbel","Friedrich","2008","ger","Fischer"
"3643","Der zerbrochne Krug","Kleist","Heinrich","2008","ger","Fischer"
"3644","Leonce und Lena","Büchner","Georg","2008","ger","Fischer"
"3645","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2008","ger","Fischer"
"3646","Irrungen, Wirrungen","Fontane","Theodor","2008","ger","Fischer"
"3647","Das Erdbeben in Chili","Kleist","Heinrich","2009","ger","Fischer"
"3648","Emilia Galotti","Lessing","Gotthold Ephraim","2009","ger","Fischer"
"3649","Italienische Reise","Goethe","Johann Wolfgang","2009","ger","Fischer"
"3650","Maria Stuart","Schiller","Friedrich","2009","ger","Fischer"
"3651","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","2009","ger","Fischer"
"3652","Deutschland. Ein Wintermärchen","Heine","Heinrich","2009","ger","Fischer"
"3653","Prinz Friedrich von Homburg","Kleist","Heinrich","2009","ger","Fischer"
"3654","Woyzeck","Büchner","Georg","2009","ger","Fischer"
"3655","Schachnovelle","Zweig","Stefan","2009","ger","Fischer"
"3656","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2010","ger","Fischer"
"3657","Buddenbrooks","Mann","Thomas","2010","ger","Fischer"
"3658","Professor Unrat","Mann","Heinrich","2011","ger","Fischer"
"3659","Der Process","Kafka","Franz","2011","ger","Fischer"
"3660","Buddenbrooks","Mann","Thomas","2012","ger","Fischer"
"3661","Tod in Venedig","Mann","Thomas","Apr 17","ger","Fischer"
"3662","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2014","ger","Fischer"
"3663","Das Schloss","Kafka","Franz","2012","ger","Fischer"
"3664","Hiob","Roth","Joseph","2014","ger","Fischer"
"3665","Bahnwärter Thiel","Hauptmann","Gerhart","Mai 17","ger","Fischer"
"3666","Der Verschollene","Kafka","Franz","Aug 17","ger","Fischer"
"3667","Mario und der Zauberer","Mann","Thomas","1994","ger","Fischer"
"3668","Mario und der Zauberer","Mann","Thomas","1994","ger","Fischer"
"3669","Mario und der Zauberer","Mann","Thomas","1995","ger","Fischer"
"3670","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1994","ger","Fischer"
"3671","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1995","ger","Fischer"
"3672","Buddenbrooks","Mann","Thomas","1992","ger","Fischer"
"3673","Die Blechtrommel","Grass","Günter","1962","ger","Fischer Bücherei"
"3674","Das kunstseidene Mädchen","Keun","Irmgard","1964","ger","Fischer Bücherei"
"3675","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1965","ger","Fischer Bücherei"
"3676","Buddenbrooks","Mann","Thomas","1965","ger","Fischer Bücherei"
"3677","Nach Mitternacht","Keun","Irmgard","1965","ger","Fischer Bücherei"
"3678","Tod in Venedig","Mann","Thomas","1954","|| ger","Fischer Bücherei"
"3679","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2009","ger","Fischer Klassik Plus"
"3680","Buddenbrooks","Mann","Thomas","2009","ger","Fischer Klassik Plus"
"3681","Der Verschollene","Kafka","Franz","2009","ger","Fischer Klassik Plus"
"3682","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2009","|| ger","Fischer Klassik Plus"
"3683","Frau Jenny Treibel","Fontane","Theodor","2009","ger","Fischer Klassik Plus"
"3684","Michael Kohlhaas","Kleist","Heinrich","2009","ger","Fischer Klassik Plus"
"3685","Schachnovelle","Zweig","Stefan","2009","|| ger","Fischer Klassik Plus"
"3686","Tod in Venedig","Mann","Thomas","2009","ger","Fischer Klassik Plus"
"3687","Tonio Kröger","Mann","Thomas","2009","|| ger","Fischer Klassik Plus"
"3688","Das Erdbeben in Chili","Kleist","Heinrich","2010","|| ger","Fischer Klassik Plus"
"3689","Das Urteil","Kafka","Franz","2010","ger","Fischer Klassik Plus"
"3690","Der Process","Kafka","Franz","2010","ger","Fischer Klassik Plus"
"3691","Deutschland. Ein Wintermärchen","Heine","Heinrich","2010","ger","Fischer Klassik Plus"
"3692","Die Judenbuche","Droste-Hülshoff","Annette","2010","ger","Fischer Klassik Plus"
"3693","Die Verwandlung","Kafka","Franz","2010","ger","Fischer Klassik Plus"
"3694","Erstes Leid","Kafka","Franz","2010","|| ger","Fischer Klassik Plus"
"3695","In der Strafkolonie","Kafka","Franz","2010","|| ger","Fischer Klassik Plus"
"3696","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2010","ger","Fischer Klassik Plus"
"3697","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","2011","|| ger","Fischer Klassik Plus"
"3698","Buddenbrooks","Mann","Thomas","2011","ger","Fischer Klassik Plus"
"3699","Dantons Tod","Büchner","Georg","2011","ger","Fischer Klassik Plus"
"3700","Das Erdbeben in Chili","Kleist","Heinrich","2011","ger","Fischer Klassik Plus"
"3701","Das Marmorbild","Eichendorff","Joseph","2011","|| ger","Fischer Klassik Plus"
"3702","Der Findling","Kleist","Heinrich","2011","|| ger","Fischer Klassik Plus"
"3703","Der Findling","Kleist","Heinrich","2011","ger","Fischer Klassik Plus"
"3704","Der Hofmeister","Lenz","Jakob Michael Reinhold","2011","|| ger","Fischer Klassik Plus"
"3705","Der Sandmann","Hoffmann","E.T.A.","2011","|| ger","Fischer Klassik Plus"
"3706","Der zerbrochne Krug","Kleist","Heinrich","2011","ger","Fischer Klassik Plus"
"3707","Die Jungfrau von Orleans","Schiller","Friedrich","2011","ger","Fischer Klassik Plus"
"3708","Die Marquise von O.","Kleist","Heinrich","2011","ger","Fischer Klassik Plus"
"3709","Die Räuber","Schiller","Friedrich","2011","|| ger","Fischer Klassik Plus"
"3710","Die Soldaten","Lenz","Jakob Michael Reinhold","2011","|| ger","Fischer Klassik Plus"
"3711","Effi Briest","Fontane","Theodor","2011","|| ger","Fischer Klassik Plus"
"3712","Emilia Galotti","Lessing","Gotthold Ephraim","2011","|| ger","Fischer Klassik Plus"
"3713","Faust I","Goethe","Johann Wolfgang","2011","|| ger","Fischer Klassik Plus"
"3714","Faust II","Goethe","Johann Wolfgang","2011","|| ger","Fischer Klassik Plus"
"3715","Hamlet","Shakespeare","William","2011","ger","Fischer Klassik Plus"
"3716","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2011","ger","Fischer Klassik Plus"
"3717","Irrungen, Wirrungen","Fontane","Theodor","2011","ger","Fischer Klassik Plus"
"3718","Kabale und Liebe","Schiller","Friedrich","2011","ger","Fischer Klassik Plus"
"3719","Leonce und Lena","Büchner","Georg","2011","ger","Fischer Klassik Plus"
"3720","Maria Magdalena","Hebbel","Friedrich","2011","ger","Fischer Klassik Plus"
"3721","Maria Stuart","Schiller","Friedrich","2011","|| ger","Fischer Klassik Plus"
"3722","Mathilde Möhring","Fontane","Theodor","2011","|| ger","Fischer Klassik Plus"
"3723","Nathan der Weise","Lessing","Gotthold Ephraim","2011","|| ger","Fischer Klassik Plus"
"3724","Prinz Friedrich von Homburg","Kleist","Heinrich","2011","ger","Fischer Klassik Plus"
"3725","Prinz Friedrich von Homburg","Kleist","Heinrich","2011","|| ger","Fischer Klassik Plus"
"3726","Professor Unrat","Mann","Heinrich","2011","|| ger","Fischer Klassik Plus"
"3727","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2012","ger","Fischer Klassik Plus"
"3728","Der goldne Topf","Hoffmann","E.T.A.","2012","ger","Fischer Klassik Plus"
"3729","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","2012","ger","Fischer Klassik Plus"
"3730","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","2012","ger","Fischer Klassik Plus"
"3731","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Horváth","Ödön","2012","|| ger","Fischer Klassik Plus"
"3732","Italienische Reise","Goethe","Johann Wolfgang","2012","ger","Fischer Klassik Plus"
"3733","Lenz","Büchner","Georg","2012","|| ger","Fischer Klassik Plus"
"3734","Mario und der Zauberer","Mann","Thomas","2012","|| ger","Fischer Klassik Plus"
"3735","Woyzeck","Büchner","Georg","2012","|| ger","Fischer Klassik Plus"
"3736","Berlin Alexanderplatz","Döblin","Alfred","2013","ger","Fischer Klassik Plus"
"3737","Hiob","Roth","Joseph","2014","ger","Fischer Klassik Plus"
"3738","Tod in Venedig","Mann","Thomas","2017","ger","Fischer Klassik Plus"
"3739","Der Verschollene","Kafka","Franz","2017","ger","Fischer Klassik Plus"
"3740","Buddenbrooks","Mann","Thomas","2005","ger","Fischer Schatzinsel"
"3741","Italienische Reise","Goethe","Johann Wolfgang","Jun 17","ger","Fischer TaschenBibliothek"
"3742","Agnes","Stamm","Peter","Mrz 17","ger","Fischer TaschenBibliothek"
"3743","Sprachgitter","Celan","Paul","Nov 17","ger","FISCHER TaschenBibliothek"
"3744","Berlin Alexanderplatz","Döblin","Alfred","Okt 17","ger","Fischer TaschenBibliothek"
"3745","Buddenbrooks","Mann","Thomas","Okt 17","ger","Fischer TaschenBibliothek"
"3746","Das Schloss","Kafka","Franz","2025","ger","Fischer Taschenbibliothek"
"3747","Tod in Venedig","Mann","Thomas","2025","ger","Fischer Taschenbibliothek"
"3748","Mario und der Zauberer","Mann","Thomas","2025","ger","Fischer Taschenbibliothek"
"3749","Tonio Kröger","Mann","Thomas","2025","ger","Fischer Taschenbibliothek"
"3750","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1970","ger","Fischer-Bücherei"
"3751","Hiob","Roth","Joseph","1969","ger","Fischer-Bücherei"
"3752","Das Urteil","Kafka","Franz","1969","ger","Fischer-Bücherei"
"3753","Das Urteil","Kafka","Franz","1970","ger","Fischer-Bücherei"
"3754","Das Urteil","Kafka","Franz","1970","ger","Fischer-Bücherei"
"3755","Das Urteil","Kafka","Franz","1971","ger","Fischer-Bücherei"
"3756","Das Urteil","Kafka","Franz","1953","ger","Fischer-Bücherei"
"3757","Die Blechtrommel","Grass","Günter","1969","ger","Fischer-Bücherei"
"3758","Die Blechtrommel","Grass","Günter","1969","ger","Fischer-Bücherei"
"3759","Die Blechtrommel","Grass","Günter","1970","ger","Fischer-Bücherei"
"3760","Die Blechtrommel","Grass","Günter","1971","ger","Fischer-Bücherei"
"3761","Tod in Venedig","Mann","Thomas","1969","ger","Fischer-Bücherei"
"3762","Tod in Venedig","Mann","Thomas","1970","ger","Fischer-Bücherei"
"3763","Tod in Venedig","Mann","Thomas","1971","ger","Fischer-Bücherei"
"3764","Tod in Venedig","Mann","Thomas","1955","ger","Fischer-Bücherei"
"3765","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1969","ger","Fischer-Bücherei"
"3766","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1970","ger","Fischer-Bücherei"
"3767","Buddenbrooks","Mann","Thomas","1970","ger","Fischer-Bücherei"
"3768","Buddenbrooks","Mann","Thomas","1971","ger","Fischer-Bücherei"
"3769","Tauben im Gras","Koeppen","Wolfgang","1966","ger","Fischer-Bücherei"
"3770","Das Schloss","Kafka","Franz","1968","|| ger","Fischer-Bücherei"
"3771","Das Schloss","Kafka","Franz","1969","ger","Fischer-Bücherei"
"3772","Das Schloss","Kafka","Franz","1971","ger","Fischer-Bücherei"
"3773","Das Urteil","Kafka","Franz","1952","|| ger","Fischer-Bücherei"
"3774","Tonio Kröger","Mann","Thomas","1995","ger","Fischer-Bibliothek"
"3775","Schachnovelle","Zweig","Stefan","1995","ger","Fischer-Bibliothek"
"3776","Mario und der Zauberer","Mann","Thomas","1990","ger","Fischer-Bibliothek"
"3777","Schachnovelle","Zweig","Stefan","[1991]","ger","Fischer-Bibliothek"
"3778","Schachnovelle","Zweig","Stefan","1979","ger","Fischer-Bibliothek"
"3779","Tonio Kröger","Mann","Thomas","1980","ger","Fischer-Bibliothek"
"3780","Schachnovelle","Zweig","Stefan","1981","ger","Fischer-Bibliothek"
"3781","In der Strafkolonie","Kafka","Franz","1982","ger","Fischer-Bibliothek"
"3782","Schachnovelle","Zweig","Stefan","1982","ger","Fischer-Bibliothek"
"3783","Tod in Venedig","Mann","Thomas","1982","ger","Fischer-Bibliothek"
"3784","Schachnovelle","Zweig","Stefan","1983","ger","Fischer-Bibliothek"
"3785","Tod in Venedig","Mann","Thomas","1983","ger","Fischer-Bibliothek"
"3786","Tonio Kröger","Mann","Thomas","1983","ger","Fischer-Bibliothek"
"3787","Schachnovelle","Zweig","Stefan","1984","ger","Fischer-Bibliothek"
"3788","Tod in Venedig","Mann","Thomas","1985","ger","Fischer-Bibliothek"
"3789","Schachnovelle","Zweig","Stefan","1986","ger","Fischer-Bibliothek"
